Sample_ID,Survey,Synoptic,Date,Time,DateTime,Sampler,Site,Theme,Flow_presence,Flow_state,Depth_CM,pH_UNIT,EC_US_CM,Temp_DEG_C,DO_PPM,DO_PCT,Canopy_PCT,DOC_PPM,TC_PPM,DIC_PPM,Cl_PPM,Br_PPM,NO3_PPM,PO4_PPM,SO4_PPM,NH4_PPB,NO3_PPB,SRP_PPB,TP_PPB,MnOES_PPM,AlOES_PPM,FeOES_PPM,CaOES_PPM,MgOES_PPM,SiOES_PPM,POES_PPM,NaOES_PPM,KOES_PPM,Be_PPB,Na_PPB,Al_PPB,Si_PPB,K_PPB,V_PPB,Cr_PPB,Mn_PPB,Fe_PPB,Co_PPB,Ni_PPB,Cu_PPB,Zn_PPB,As_PPB,Se_PPB,Sr_PPB,Y_PPB,Mo_PPB,Ag_PPB,Cd_PPB,Sn_PPB,Sb_PPB,Ba_PPB,La_PPB,Pr_PPB,Ce_PPB,Nd_PPB,Sm_PPB,Eu_PPB,Tb_PPB,Gd_PPB,Dy_PPB,Ho_PPB,Er_PPB,Tm_PPB,Yb_PPB,Lu_PPB,Tl_PPB,Pb_PPB,Th_PPB,U_PPB,Ti_PPB,W_PPB,Ca_PPB,Mg_PPB
WaDE_79,June_2023,Y,6/23/23,09:46:00,6/23/23 09:46,Herndon,BSL1.2,1,Y,F,NA,7.6,426,21,ND,ND,ND,2.04,46.61,44.57,8.63,<DL,3.28,<DL,15.32,TBD,TBD,TBD,TBD,<DL,<DL,<DL,83.613,8.005,2.953,<DL,ND,ND,<DL,9636.376704,6.497528203,3020.348008,2185.533426,0.634322521,0.359714563,19.68881468,15.20114507,0.072107728,0.162806672,1.311043706,4.872986671,0.261909098,0.447144551,153.0123867,<DL,0.580328966,<DL,<DL,<DL,0.253970536,52.51997406,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,0.237036107,<DL,0.054733372,0.816084091,ND,83613,8005
WaDE_80,June_2023,Y,6/23/23,10:10:00,6/23/23 10:10,Herndon,BSL2.1,1,Y,F,NA,7.32,368,18.12,ND,ND,ND,1,40.21,39.21,10.22,<DL,5.52,<DL,4.44,TBD,TBD,TBD,TBD,<DL,<DL,<DL,62.618,13.76,3.509,<DL,ND,ND,<DL,5402.449718,11.40851648,4240.976729,1390.0618,0.390936991,0.325212279,17.02579214,23.61357268,0.090569356,0.114659654,0.603528821,4.494672295,0.167806292,0.563363469,81.05406723,<DL,0.137759715,<DL,<DL,<DL,0.08837747,50.22716156,<DL,<DL,0.022001859,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,0.584492707,<DL,0.030339425,0.922580839,ND,62618,13760
WaDE_81,June_2023,Y,6/23/23,10:23:00,6/23/23 10:23,Herndon,BSL2.2,1,Y,F,NA,7.4,424,20.58,ND,ND,ND,1.7,49.54,47.84,5.23,<DL,3.55,<DL,8,TBD,TBD,TBD,TBD,<DL,<DL,<DL,88.281,7.196,2.82,<DL,ND,ND,<DL,5063.653573,11.11394789,2921.990811,1532.767869,0.380084456,0.319499537,50.16330898,28.714149,0.122740118,0.543229675,1.370262074,17.89536687,0.271935243,0.455999568,123.2726386,<DL,0.731526035,<DL,0.127258874,<DL,0.31367616,32.36845305,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,0.68644884,<DL,0.039512469,1.007238885,ND,88281,7196
WaDE_82,June_2023,Y,6/23/23,10:35:00,6/23/23 10:35,Herndon,BSL2.3,1,Y,F,NA,7.48,358,18.15,ND,ND,ND,0.96,39.21,38.25,12.59,<DL,6.17,<DL,3.64,TBD,TBD,TBD,TBD,<DL,<DL,<DL,56.489,16.022,3.848,<DL,ND,ND,<DL,5547.325088,3.042364589,4549.812426,1320.495285,0.343832724,0.396089252,7.684044073,9.248001277,0.039568103,0.694744174,0.379035196,5.666581953,0.141488934,0.447492354,67.69185757,<DL,0.039651326,<DL,<DL,<DL,0.044514438,55.33675765,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,0.228280319,<DL,0.028422714,0.859204207,ND,56489,16022
WaDE_83,June_2023,Y,6/23/23,10:50:00,6/23/23 10:50,Herndon,BSL3.1,1,Y,F,NA,7.26,366,18.17,ND,ND,ND,0.93,38,37.07,13.84,<DL,6.29,<DL,3.64,TBD,TBD,TBD,TBD,<DL,<DL,<DL,57.879,16.538,3.808,<DL,ND,ND,<DL,5652.462192,2.923689581,4774.429563,1294.589412,0.358375542,0.367069266,6.138898844,11.28458607,0.038018784,0.1154213,0.335387351,3.770328109,0.13289502,0.544355616,69.57224979,<DL,0.036155406,<DL,<DL,<DL,0.059566662,55.51897316,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,0.205479897,<DL,0.027885592,0.779056036,ND,57879,16538
WaDE_84,June_2023,Y,6/23/23,10:56:00,6/23/23 10:56,Herndon,BSL3.2,1,Y,F,NA,7.17,377,18.28,ND,ND,ND,0.75,38.67,37.93,19.25,<DL,6.44,<DL,3,TBD,TBD,TBD,TBD,<DL,<DL,<DL,56.746,18.328,4.054,<DL,ND,ND,<DL,6582.879654,1.952312738,4665.580147,1482.202444,0.308737354,0.465224543,6.086197858,11.02357275,0.03778315,0.142604937,0.363656028,5.844586058,0.145702425,0.498137468,63.23667362,<DL,0.049203366,<DL,<DL,<DL,0.031282018,70.15900862,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,0.22080603,<DL,0.029591714,0.706003629,ND,56746,18328
WaDE_85,June_2023,Y,6/23/23,11:02:00,6/23/23 11:02,Herndon,BSL3.3,1,Y,F,NA,7.39,337,17.85,ND,ND,ND,0.95,37.72,36.77,4.91,<DL,6.84,<DL,4.89,TBD,TBD,TBD,TBD,<DL,<DL,<DL,58.078,13.566,3.68,<DL,ND,ND,<DL,4313.77831,8.077114431,3712.915638,998.6654981,0.371221078,0.269239455,4.663416795,8.85943569,0.034556297,0.058287034,0.452609076,3.994029629,0.118830244,0.642112987,75.40920769,<DL,<DL,<DL,<DL,<DL,0.123517505,33.9828092,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,0.244172125,<DL,0.025197762,0.743578045,ND,58078,13566
WaDE_86,June_2023,Y,6/23/23,11:32:00,6/23/23 11:32,Herndon,BSL4.1,1,N,P,NA,6.92,423,16.01,ND,ND,ND,2.4,55.19,52.79,4.73,<DL,<DL,<DL,4.74,TBD,TBD,TBD,TBD,<DL,<DL,<DL,86.784,9.027,2.96,<DL,ND,ND,<DL,4934.299475,2.263691983,3030.888392,1375.470025,0.220095733,0.034931751,25.7190729,11.2163957,0.111322293,0.146729351,1.434986928,3.950745641,0.307577621,0.323716203,117.3392003,<DL,0.081911281,<DL,<DL,<DL,0.164428325,31.56454101,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,0.247862742,<DL,0.025781841,0.751424759,ND,86784,9027
WaDE_87,June_2023,Y,6/23/23,11:39:00,6/23/23 11:39,Herndon,BSL4.2,1,N,P,NA,7.34,370.9,18.72,ND,ND,ND,3.29,46.3,43.01,3.49,<DL,0.59,<DL,3.79,TBD,TBD,TBD,TBD,<DL,<DL,<DL,76.193,8.909,3.009,<DL,ND,ND,<DL,3960.867089,3.418493335,2969.651209,1667.316172,0.398221276,0.072185687,6.788609374,10.0755125,0.059500357,0.174372269,1.856281726,6.127653478,0.755877116,0.268749441,105.9368851,<DL,0.102103159,<DL,<DL,<DL,0.192556555,39.36674514,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,0.245611298,<DL,0.027421153,0.805854777,ND,76193,8909
WaDE_88,June_2023,Y,6/23/23,13:01:00,6/23/23 13:01,Herndon,BSL5.1,1,Y,F,NA,6.46,168,22.08,ND,ND,ND,2.5,28.93,26.43,1.11,<DL,0.57,<DL,2.15,TBD,TBD,TBD,TBD,<DL,<DL,<DL,28.68,3.206,2.689,<DL,ND,ND,<DL,1634.471263,3.353694307,2599.452988,2321.068208,0.176384614,0.04381701,194.9123071,11.15945996,0.789467268,0.298234707,0.79750683,19.93436964,0.491073023,0.226784516,47.1111617,<DL,0.044314404,<DL,<DL,<DL,0.164881608,36.42012781,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,0.317874,<DL,<DL,0.714975486,ND,28680,3206
WaDE_108,June_2023,Y,6/23/23,14:00:00,6/23/23 14:00,Berens,EFK23.5,3,Y,F,NA,9.21,481.7,15.54,ND,ND,ND,1.77,37.32,35.55,19.71,<DL,11.98,<DL,43.49,TBD,TBD,TBD,TBD,<DL,<DL,<DL,66.574,16.134,3.214,<DL,ND,ND,<DL,22163.13195,39.48826323,3197.174248,3434.722798,0.888102459,0.463539327,5.068457771,16.32075185,0.052887857,0.201496728,2.186220635,12.11872652,0.317250183,0.860646683,185.0002841,<DL,16.28176285,<DL,0.096665975,<DL,0.231911196,72.74923148,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,0.019838074,<DL,7.706736134,0.157900818,ND,66574,16134
WaDE_122,June_2023,Y,6/23/23,08:50:00,6/23/23 08:50,Brooks,EFK18.2,3,Y,F,NA,7.68,389,18.65,ND,ND,ND,1.57,36.66,35.09,9.45,<DL,5.77,<DL,21.06,TBD,TBD,TBD,TBD,<DL,<DL,<DL,62.706,12.18,3.58,<DL,ND,ND,<DL,9680.343373,6.557146161,3443.72275,2408.149455,0.617442703,0.24027299,15.24172871,16.08308478,0.059238035,0.20240116,1.013938513,3.585495461,0.278598909,0.423799388,130.996703,<DL,6.129950809,<DL,<DL,<DL,0.1663168,53.60916555,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,1.582841969,0.073052582,ND,62706,12180
WaDE_123,June_2023,Y,6/23/23,09:55:00,6/23/23 09:55,Brooks,Mill Branch,3,Y,F,NA,7.55,189,17.44,ND,ND,ND,2.24,20.52,18.29,1.96,<DL,0.92,<DL,5.81,TBD,TBD,TBD,TBD,<DL,<DL,<DL,31.772,4.478,4.903,<DL,ND,ND,<DL,2540.273904,6.481681452,5665.982298,2167.50798,0.198762562,0.064568844,17.40673184,47.73751871,0.062017918,0.321630616,0.31550592,1.607076545,0.197737349,0.146784364,62.48944792,<DL,0.075563937,<DL,<DL,<DL,<DL,28.71302606,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,0.079456917,ND,31772,4478
WaDE_124,June_2023,Y,6/23/23,10:22:00,6/23/23 10:22,Brooks,EFK11.3,3,Y,F,NA,7.7,359,19.08,ND,ND,ND,3.1,33.05,29.95,12.52,<DL,11.96,0.59,14.11,TBD,TBD,TBD,TBD,<DL,<DL,<DL,56.398,8.786,3.289,<DL,ND,ND,<DL,11280.82163,5.284248005,3145.368245,3176.355093,0.580398978,0.205040048,9.640170284,27.75102585,0.070557668,0.517452046,1.350590098,4.852238366,0.266727226,0.485444706,106.8175112,<DL,5.819858197,<DL,<DL,<DL,0.216195164,37.551628,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,0.037182176,<DL,0.716371249,0.105296946,ND,56398,8786
WaDE_125,June_2023,Y,6/23/23,11:11:00,6/23/23 11:11,Brooks,EFK10.0,3,Y,F,NA,7.7,337,18.88,ND,ND,ND,2.21,32.72,30.5,10.78,<DL,10.37,0.51,12.53,TBD,TBD,TBD,TBD,<DL,<DL,<DL,53.922,8.832,3.36,<DL,ND,ND,<DL,9765.293545,7.707908948,3325.054386,2916.709244,0.568485448,0.193323625,12.9204308,25.90712665,0.075106208,2.408419395,1.134042366,4.924406262,0.269928319,0.330913724,99.71737608,<DL,4.849086011,<DL,<DL,<DL,0.191185361,39.99289055,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,0.029247602,<DL,0.585017438,0.122015223,ND,53922,8832
WaDE_126,June_2023,Y,6/23/23,10:49:00,6/23/23 10:49,Brooks,Gum Hollow,3,Y,F,NA,7.74,239,17.75,ND,ND,ND,2.17,25.79,23.61,1.76,<DL,0.89,<DL,6.97,TBD,TBD,TBD,TBD,<DL,<DL,<DL,43.656,5.313,5.093,<DL,ND,ND,<DL,2462.293741,7.675913152,5921.473936,1881.026745,0.239473892,0.036180308,30.21543088,32.89236617,0.061754583,0.495786126,0.231873309,1.014911674,0.219857624,0.129220435,75.16263244,<DL,0.123606715,<DL,<DL,<DL,<DL,33.13772968,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,0.08156966,ND,43656,5313
WaDE_127,June_2023,Y,6/23/23,11:56:00,6/23/23 11:56,Brooks,Pinhook Branch,1,Y,F,NA,7.79,236,18.78,ND,ND,ND,1.81,24.44,22.63,2.18,<DL,0.92,<DL,9.9,TBD,TBD,TBD,TBD,<DL,<DL,<DL,40.603,5.871,4.723,<DL,ND,ND,<DL,3012.411272,25.18015138,5483.645915,1961.301391,0.160762372,<DL,20.48542491,20.7869697,0.054691806,0.747283903,0.371337316,0.210587354,0.238755736,0.15903688,65.88997784,<DL,0.384039533,<DL,<DL,<DL,0.029642834,30.42705107,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,0.029523508,0.065787434,ND,40603,5871
WaDE_128,June_2023,Y,6/23/23,12:32:00,6/23/23 12:32,Brooks,EFK7.9,3,Y,F,NA,7.76,342,19.39,ND,ND,ND,2.44,32.76,30.32,10.78,<DL,10.79,0.59,12.42,TBD,TBD,TBD,TBD,<DL,<DL,<DL,52.485,8.646,3.309,<DL,ND,ND,<DL,10038.78048,8.001408731,3227.412086,2985.547628,0.599933987,0.168302469,12.71471583,26.28823393,0.080953806,0.518257002,1.161701075,4.17016554,0.280680669,0.415766563,99.22390461,<DL,4.393293157,<DL,<DL,<DL,0.206356587,39.3998196,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,0.034699798,<DL,0.565310927,0.117913068,ND,52485,8646
WaDE_129,June_2023,Y,6/23/23,12:56:00,6/23/23 12:56,Brooks,EFK5.4,3,Y,F,NA,7.76,337,19.44,ND,ND,ND,2.94,30.78,27.84,10.91,<DL,12.71,0.82,12.12,TBD,TBD,TBD,TBD,<DL,<DL,<DL,52.333,8.351,3.295,<DL,ND,ND,<DL,10423.71735,5.814105357,3044.434337,3114.657646,0.62948037,0.176218233,11.62849223,25.03500813,0.081175403,0.572211948,1.230105231,4.550040185,0.295089039,0.4064895,95.50905636,<DL,2.945728665,<DL,<DL,<DL,0.219847058,37.16639252,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,0.035096875,<DL,0.456381934,0.112642536,ND,52333,8351
WaDE_130,June_2023,Y,6/23/23,13:43:00,6/23/23 13:43,Brooks,NBO5,1,N,P,NA,7.01,320,17.69,ND,ND,ND,3.14,40.4,37.27,0.89,<DL,0.84,<DL,3.39,TBD,TBD,TBD,TBD,<DL,<DL,<DL,62.934,6.436,3.853,<DL,ND,ND,<DL,929.9761957,3.119512657,3526.063651,860.1736938,0.318707178,0.052919353,54.42770279,28.77387253,0.225026275,0.158779886,0.471369178,2.57244664,0.277859902,0.151834846,68.66310234,<DL,<DL,<DL,<DL,<DL,0.043226909,29.09744271,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,0.224449166,ND,62934,6436
WaDE_131,June_2023,Y,6/23/23,14:07:00,6/23/23 14:07,Brooks,Bear Creek,3,Y,F,NA,8.02,349,19.54,ND,ND,ND,2.41,34.07,31.66,8.31,<DL,4.72,<DL,15.71,TBD,TBD,TBD,TBD,<DL,<DL,<DL,53.34,13.21,4.448,<DL,ND,ND,<DL,8502.657221,4.161572455,5275.535947,2067.189006,0.384331948,0.123410058,29.34316754,28.5782152,0.080769286,0.403918365,0.422593592,2.443989528,0.264468219,0.127994818,122.5326142,<DL,0.433001401,<DL,<DL,<DL,0.048544021,66.47129452,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,2.231947385,0.085113453,ND,53340,13210
WaDE_132,June_2023,Y,6/23/23,14:32:00,6/23/23 14:32,Brooks,EFK2.0,3,Y,F,NA,7.8,340,19.51,ND,ND,ND,2.92,31.27,28.36,10.26,<DL,13.45,0.73,13.36,TBD,TBD,TBD,TBD,<DL,<DL,<DL,53.29,9.085,3.399,<DL,ND,ND,<DL,10563.75219,4.01966535,3112.775712,3023.786073,0.661753619,0.16032059,13.63703665,23.90964751,0.08592175,0.482855643,1.156758841,4.070763302,0.318746316,0.298902654,98.77063078,<DL,2.575470347,<DL,<DL,<DL,0.190230381,40.13989105,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,0.027598703,<DL,0.670261295,0.112342103,ND,53290,9085
WaDE_133,June_2023,Y,6/23/23,15:02:00,6/23/23 15:02,Brooks,NBO2,1,N,P,NA,7.66,330,19.39,ND,ND,ND,3.1,32.66,29.56,7.99,<DL,8.03,0.46,12.74,TBD,TBD,TBD,TBD,<DL,<DL,<DL,53.024,9.809,3.551,<DL,ND,ND,<DL,8334.83693,4.191726076,3262.478489,2615.510804,0.729695225,0.120615837,45.91051149,18.01149402,0.13190379,0.914741335,1.026174926,3.455906239,0.366346722,0.293356512,101.9592332,<DL,2.996020932,<DL,<DL,<DL,0.136215028,38.38247845,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,0.020569607,<DL,0.812234769,<DL,ND,53024,9809
WaDE_134,June_2023,Y,6/23/23,15:23:00,6/23/23 15:23,Brooks,NBO3,1,Y,F,NA,7.9,132,20.56,ND,ND,ND,0.93,17.7,16.77,0.95,<DL,0.59,<DL,1.09,TBD,TBD,TBD,TBD,<DL,<DL,<DL,16.499,8.339,4.073,<DL,ND,ND,<DL,598.0046757,2.270237645,4662.620843,794.6658992,0.335101634,0.046295228,2.316347943,9.11475601,0.020955358,1.889069985,0.134388713,3.270455659,0.281937366,0.130796099,17.61510318,<DL,0.216814859,<DL,<DL,<DL,<DL,63.71894302,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,ND,16499,8339
WaDE_135,August_2023,Y,8/15/23,09:04:00,8/15/23 09:04,Brooks,EFK23.5,3,Y,F,NA,7.74,390,23.97,8.04,95.5,NA,2.64,34.32,31.68,11.39,<DL,9.86,<DL,28.79,TBD,TBD,TBD,TBD,ND,ND,ND,ND,ND,ND,ND,ND,ND,<DL,6629.786928,4.572612491,1823.052171,1676.162006,0.291616329,0.0798287,5.251436993,6.194900746,0.02862268,0.116482773,0.339082345,1.85393264,0.179512612,0.263432966,43.77589047,0.022390711,3.260361972,<DL,0.03197227,<DL,0.110288152,20.74532667,0.008001967,0.003953858,0.016723815,0.02194222,0.012112205,0.005956231,0.000590849,0.005009241,0.003903454,0.000580985,0.002170528,0.000348358,0.001988767,0.000279439,0.004350483,0.016577744,0.001516932,9.580244698,<DL,0.084980918,27753.29943,5927.568929
WaDE_136,August_2023,Y,8/15/23,09:50:00,8/15/23 09:50,Brooks,EFK20,3,Y,F,NA,7.27,289,23.43,7.57,89,87,3.76,27.8,24.04,5.46,<DL,3.51,<DL,14.53,TBD,TBD,TBD,TBD,ND,ND,ND,ND,ND,ND,ND,ND,ND,<DL,3483.413497,5.477852522,1792.969984,1552.024634,0.471084127,0.145157595,11.3786096,19.34022038,0.043798142,0.207554191,1.335276615,4.614870977,0.318546768,0.226821149,60.63888669,0.035720013,2.822949891,<DL,0.023508147,<DL,0.186473219,28.98262521,0.017292834,0.006444228,0.037494891,0.032295768,0.016275577,0.008006266,0.00088868,0.007577909,0.005687138,0.001119014,0.003543411,0.000534049,0.003514828,0.00054892,0.006174457,0.053815218,0.000468802,5.001796737,0.085984716,0.08550092,22957.18717,4321.416286
WaDE_137,August_2023,Y,8/15/23,10:14:00,8/15/23 10:14,Brooks,Downtown,3,Y,F,NA,7,366,22.9,7.59,88.4,91.4,3.81,41.29,37.48,6.62,<DL,4.29,<DL,7.38,TBD,TBD,TBD,TBD,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.003294071,3307.763233,6.297577903,3003.983083,1549.406815,0.697061945,0.180627116,20.5864606,32.03633828,0.072544764,0.342158633,1.394104012,4.117170883,0.413099236,0.296682807,105.1314586,0.058499096,0.388475106,<DL,0.007037401,<DL,0.221410494,53.11723222,0.035873051,0.009297696,0.064589858,0.044201047,0.026363695,0.013505361,0.001395095,0.010544654,0.008856413,0.001678666,0.005701381,0.000923522,0.006012934,0.001060577,0.007643531,0.055943237,0.003682938,0.369225,0.198246747,0.014358896,55286.03507,7983.073543
WaDE_138,August_2023,Y,8/15/23,10:31:00,8/15/23 10:31,Brooks,EFK18.2,3,Y,F,NA,7.23,279,23.14,7.26,84.8,0,3.84,30.81,26.97,4.79,<DL,3.78,<DL,11.04,TBD,TBD,TBD,TBD,ND,ND,ND,ND,ND,ND,ND,ND,ND,<DL,2433.305571,4.665554943,1431.304594,1242.248522,0.401390635,0.080230154,8.260175743,14.28563072,0.032117713,0.132617397,1.011872816,2.795305914,0.249214765,0.24374898,42.91442685,0.029316478,1.852135453,<DL,0.013016887,<DL,0.147079092,21.23232456,0.015999658,0.005534574,0.034271689,0.026378444,0.01275664,0.005991188,0.000741927,0.006619017,0.004713478,0.000889546,0.003098908,0.000465867,0.002679122,0.000452519,0.004866272,0.027815887,0.000851095,2.564152665,0.044325486,0.055400885,18331.03072,3212.715167
WaDE_139,August_2023,Y,8/15/23,11:00:00,8/15/23 11:00,Brooks,EFK16.2,3,Y,F,NA,7.36,280,23.36,7.02,82.5,70,4.15,31.36,27.21,4.87,<DL,4.11,<DL,11.97,TBD,TBD,TBD,TBD,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.003251025,3420.231046,7.081354985,2190.293663,1509.209194,0.669404788,0.12628851,12.65355622,23.30937773,0.048252308,0.286865365,1.22271184,<DL,0.352001989,0.350728412,69.34426653,0.048824154,4.58811127,<DL,0.025624561,<DL,0.186298624,31.16123574,0.027217927,0.008803459,0.058504757,0.040455863,0.018732847,0.009038571,0.001274294,0.009410217,0.00727151,0.001352382,0.004512794,0.000649355,0.004233628,0.000730395,0.006693452,0.034093885,0.001989244,5.804937998,0.033557254,0.07466839,31432.1106,5609.30339
WaDE_140,August_2023,Y,8/15/23,11:26:00,8/15/23 11:26,Brooks,Mill Branch,3,Y,F,NA,7.31,201,21.14,8.24,92.7,83,3.54,24.4,20.86,2.17,<DL,0.79,<DL,5.21,TBD,TBD,TBD,TBD,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.006027046,1773.683886,9.250385506,4417.651233,1748.655738,0.263248739,<DL,35.37971217,78.25370886,0.084310569,0.52589655,<DL,<DL,0.387245989,0.136479923,66.37951154,0.085211014,0.171091061,<DL,<DL,<DL,0.029942623,34.25308038,0.047370677,0.017788555,0.106134413,0.083646089,0.030501961,0.011430338,0.002792375,0.02011326,0.015922867,0.002928001,0.008432542,0.001136622,0.006964458,0.000894673,0.007633496,<DL,0.007676999,0.170253407,0.213687582,0.00106627,27446.53898,4946.389752
WaDE_141,August_2023,Y,8/15/23,12:00:00,8/15/23 12:00,Brooks,EFK13.8,3,Y,F,NA,7.33,273,23.28,7.64,89.5,56,4.07,31.76,27.69,4.63,<DL,3.67,<DL,10.52,TBD,TBD,TBD,TBD,ND,ND,ND,ND,ND,ND,ND,ND,ND,<DL,3595.168954,4.881127684,2666.197481,1692.351623,0.587387743,0.08872213,12.9889024,21.79370765,0.067389562,0.286873777,1.029615979,<DL,0.339093621,0.281989217,66.21343553,0.049013427,3.615128071,<DL,0.019885456,<DL,0.167672482,29.37619596,0.025977097,0.007922393,0.058042303,0.038483902,0.018196886,0.008175071,0.001331419,0.009572073,0.007757771,0.001489146,0.004624772,0.000577796,0.004072892,0.000628049,0.006460423,<DL,0.001563658,4.90953892,0.053244179,0.054582828,36145.37787,6034.000493
WaDE_142,August_2023,Y,8/15/23,12:25:00,8/15/23 12:25,Brooks,EFK11.3,3,Y,F,NA,7.33,286,23.47,7.24,85.1,63,4.11,30.52,26.41,7.02,<DL,10.99,0.85,10.11,TBD,TBD,TBD,TBD,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.003623256,6194.589779,12.3988013,2549.280249,2484.640079,0.845196761,0.250044115,14.3595809,37.09009783,0.089103256,0.606246321,1.619182075,4.724539283,0.463600932,0.242673897,85.89667586,0.062643009,2.804005509,<DL,0.020908744,0.015892116,0.291462201,32.42126705,0.036450447,0.011974516,0.079177608,0.052895406,0.02225704,0.010009196,0.001634295,0.042067704,0.010566362,0.001977625,0.005990583,0.000834218,0.0064459,0.000950682,0.006568236,0.08136281,0.005965222,3.4880307,0.3217238,0.077775359,39875.04622,6162.878932
WaDE_143,August_2023,Y,8/15/23,12:51:00,8/15/23 12:51,Brooks,EFK10.0,3,Y,F,NA,7.16,270,23.32,7.3,85.3,70,4.23,29.59,25.36,6.31,<DL,9.92,1.03,8.68,TBD,TBD,TBD,TBD,ND,ND,ND,ND,ND,ND,ND,ND,ND,<DL,2127.943529,2.244468431,837.7664842,1048.038907,0.222860868,0.102928853,5.037405809,7.614090027,0.051469659,1.260549782,0.662250087,1.809274882,0.163001685,0.086777191,19.06627002,0.010358696,0.704296202,<DL,0.005634645,<DL,0.091761437,8.916978388,0.005925019,0.001912751,0.015309238,0.009313468,0.005095725,0.002666775,0.000297919,0.007612634,0.001879314,0.000417453,0.001288344,0.000137339,0.001056088,0.000143495,0.003257165,0.026871157,<DL,0.567184103,0.044480353,0.024309987,8991.25353,1522.849125
WaDE_144,August_2023,Y,8/15/23,13:05:00,8/15/23 13:05,Brooks,Gum Hollow,3,Y,F,NA,7.31,207,21.55,8.79,99.7,53,2.63,24.79,22.16,1.32,<DL,0.78,<DL,5.02,TBD,TBD,TBD,TBD,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.005984811,1155.663233,15.53580465,4598.49823,1431.089348,0.35722265,0.028066057,55.10823615,91.60215256,0.085325079,0.665630002,<DL,<DL,0.392237013,0.163150116,62.93761245,0.093175334,0.142105872,<DL,<DL,<DL,0.031431796,33.91246601,0.052813098,0.017102365,0.101641869,0.078843012,0.028577908,0.011193824,0.002666621,0.019065183,0.015000729,0.002873237,0.008161394,0.001065345,0.007115121,0.001100409,0.007762107,<DL,0.010306166,0.129700373,0.811441727,<DL,30087.2253,4364.365068
