state,orig_label,map_sym1,map_sym2,UNIT_LINK,prov_no,province,unit_name,unit_age,unitdesc,strat_unit,unit_com,map_ref,rocktype1,rocktype2,rocktype3,unit_ref,map_symb2
TN  ,Omlc,Omlc,Omlc;10,TNOmlc;10,10,Cumberland Plateau and Valley and Ridge,"Middle and Lower parts of Chickamauga Group, including Moccassin Formation, Bays Formation, Sevier Shale, Ottosee Shale, Holston Formation, Lenoir Limestone, and Athens Shale",Ordovician,"Middle and Lower Parts of Chickamauga Group - A sequence of about 1,400 feet of limestone in the northwest part of Valley and Ridge, which thickens and becomes more clastic to the southeast and is divided into the formations shown at right. Maximum thickness about 7,000 feet. Includes Moccasin Formation - Maroon calcareous shale, siltstone, and limestone; thin metabentonite layers in upper part; mud cracks, ripple marks common. Thickness 800 to 1,000 feet;. (Ob) Bays Formation - Maroon, well-jointed claystone and siltstone, commonly mottled greenish, evenly bedded; light- gray sandstone beds and metabentonite in upper part. Maximum thickness 1,000 feet; (Osv) Sevier Shale - Calcareous, bluish-gray shale, weathers yellowish-brown; with thin, gray limestone layers; sandstone, siltstone, and locally conglomerate to the east. Thickness 2,000 to 7,000 feet; (Oo) Ottosee Shale - Bluish-gray calcareous shale, weathers yellow; with reef lenses of coarsely crystalline reddish fossiliferous limestone (""marble""). Thickness about 1,000 feet; (Oh) Holston Formation - Pink, gray, and red coarsely crystalline limestone (Holston Marble); in many areas upper part is sandy, crossbedded ferruginous limestone and brown to greenish calcareous shale. Thickness 200 to 600 feet; (Ol) Lenoir Limestone - Nodular, argillaceous, gray limestone; in places basal sedimentary breccia, conglomerate, quartz sand; Mosheim Limestone Member (dense, light- to medium-gray limestone) near base. Thickness 25 to 500 feet; (Oa) Athens Shale - Medium- to dark-gray, calcareous, graptolitic shale; calcareous gray sandstone, siltstone, and locally fine-pebble quartz conglomerate; nodules of shaly limestone near base. Maximum thickness 1,500 feet. ",,East-Central sheet,TN001,shale,limestone,sandstone; siltstone; claystone; bentonite; conglomerate,TN001 TN002 ,
TN  ,Omlc,Omlc,Omlc;14,TNOmlc;14,14,Southeastern Valley and Ridge and Unaka Mountains,"Middle and Lower Parts of Chickamauga Group, including Mocassin Formation, Bays Formation, Sevier Shale, Ottosee Shale, Holston Formation, Lenoir Limestone and Athens Shale",Ordovician,"Middle and Lower Parts of Chickamauga Group - A sequence of about 1,400 feet of limestone in the northeast, which thickens and becomes more clastic to the southeast and is divided into the formations shown at right. Maximum thickness about 8,000 feet. Includes Mocassin Formation	- Maroon calcareous shale, siltstone, and limestone; thin metabentonite layers in upper part; mud cracks, ripple marks common. Thickness 800 to 1,000 feet; (Ob) Bays Formation - Maroon claystone and siltstone, commonly mottled greenish, evenly bedded; to northeast, light- gray to white, thick-bedded sandstone; metabentonite in upper part. Maximum thickness 1,000 feet. (Osv)	Sevier Shale - Calcareous, bluish-gray shale, weathers yellowish-brown; with thin gray limestone layers; sandstone, siltstone, and locally conglomerate to the east. Thickness 2,000 to 7,000 feet; (Oo) - Ottosee Shale - Bluish-gray calcareous shale, weathers yellow; with reef lenses of coarsely crystalline reddish fossiliferous limestone (""marble""). Thickness about 1,000 feet; (Oh) - Holston Formation - Pink, gray, and red coarsely crystalline limestone (Holston Marble); in many areas upper part is sandy, crossbedded ferruginous limestone and brown to greenish calcareous shale. Thickness 200 to 600 feet; (Ol)	Lenoir Limestone - Nodular, argillaceous, gray limestone; in places basal sedimentary breccia, conglomerate, quartz sand; Mosheim Limestone Member (dense, light- to medium-gray limestone) near base. Thickness 25 to 500 feet; (Oa)	Athens Shale - Medium- to dark-gray, calcareous, graptolitic shale; calcareous gray sandstone, siltstone, and locally fine-pebble quartz conglomerate; nodules of shaly limestone near base. Maximum thickness 1,500 feet. ",,East sheet,TN001,shale,limestone,siltstone; sandstone; claystone; bentonite; conglomerate,TN001 TN002 ,
TN  ,Osv,Osv,Osv;10,TNOsv;10,10,Cumberland Plateau and Valley and Ridge,Sevier Shale,Ordovician,"Sevier Shale - Calcareous, bluish-gray shale, weathers yellowish-brown; with thin, gray limestone layers; sandstone, siltstone, and locally conglomerate to the east. Thickness 2,000 to 7,000 feet.",,East-Central sheet,TN001,shale,limestone,sandstone; siltstone; conglomerate,TN001 TN002 ,
TN  ,On,On,On;10,TNOn;10,10,Cumberland Plateau and Valley and Ridge,"Newala Formation, including Mascot Dolomite and Kingsport Formation",Ordovician,"(On) Newala Formation, including (Oma) Mascot Dolomite - Light-gray, fine-grained, well-bedded cherty dolomite; mottled (red and green) dolomite characteristic; interbeds of bluish-gray limestone in upper part; chert-matrix quartz sandstone at base. Erosional unconformity at top. Thickness 350 to 800 feet; and (Ok) Kingsport Formation - Gray, fine-grained, sparingly cherty dolomite with basal dense, gray limestone sequence. Thickness about 250 feet. ",,East-Central sheet,TN001,dolostone (dolomite),limestone,sandstone,TN001 TN002 ,
TN  ,On,On,On;14,TNOn;14,14,Southeastern Valley and Ridge and Unaka Mountains,"Newala Formation, including Mascot Dolomite and Kingsport Formation",Ordovician,"Newala Formation includes Mascot Dolomite - Light-gray, fine-grained, well-bedded cherty dolomite; mottled (red and green) dolomite characteristic; interbeds of bluish-gray limestone in upper part; chert-matrix quartz sandstone at base. Erosional unconformity at top. Thickness 350 to 800 feet; and Kingsport Formation - Gray, fine-grained, sparingly cherty dolomite with basal dense, gray limestone sequence. Thickness about 250 feet. ",,East sheet,TN001,dolostone (dolomite),limestone,sandstone,TN001 TN002 ,
TN  ,Onc,Onc,Onc;10,TNOnc;10,10,Cumberland Plateau and Valley and Ridge,"Unnamed (upper part of Knox Group), including Newala Formation, Mascot Dolomite, Kingsport Formation, Longview Dolomite, and Chepultepec Dolomite",Ordovician,"(Onc)	Unnamed (upper part of the Knox Group), including the (On) Newala Formation; (Oma)	Mascot Dolomite - Light-gray, fine-grained, well-bedded cherty dolomite; mottled (red and green) dolomite characteristic; interbeds of bluish-gray limestone in upper part; chert-matrix quartz sandstone at base. Erosional unconformity at top. Thickness 350 to 800 feet; (Ok) Kingsport Formation - Gray, fine-grained, sparingly cherty dolomite with basal dense, gray limestone sequence. Thickness about 250 feet. and (Olc) Unnamed (middle part of the Knox Group), including (Olv) Longview Dolomite - Siliceous, gray, fine-grained, medium-bedded dolomite; interbeds of gray limestone in upper part. Thickness about 300 feet; (Oc) Chepultepec Dolomite - Light-gray, fine-grained, well-bedded dolomite, moderately cherty; fine-grained limestone locally in upper part; quartz sandstone beds at base. Average thickness about 800 feet. ",,East-Central sheet,TN001,dolostone (dolomite),limestone,sandstone,TN001 TN002 ,
TN  ,Onc,Onc,Onc;14,TNOnc;14,14,Southeastern Valley and Ridge and Unaka Mountains,"Jonesboro Limestone, Newala Formation, Mascot Dolomite, Kingsport Formation, Longview Dolomite, and Chepultepec Dolomite",Ordovician,"Jonesboro Limestone - Dark bluish-gray, ribboned (silt and dolomite) limestone; numerous interbeds of dark-gray dolomite; quartz sandstone at base. Erosional unconformity at top. Thickness about 2,000 feet; Newala Formation inlcuding Mascot Dolomite - Light-gray, fine-grained, well-bedded cherty dolomite; mottled (red and green) dolomite characteristic; interbeds of bluish-gray limestone in upper part; chert-matrix quartz sandstone at base. Erosional unconformity at top. Thickness 350 to 800 feet; and Kingsport Formation - Gray, fine-grained, sparingly cherty dolomite with basal dense, gray limestone sequence. Thickness about 250 feet; Longview Dolomite - Siliceous, gray, fine-grained, medium-bedded dolomite; interbeds of gray limestone in upper part. Thickness about 300 feet; Chepultepec Dolomite - Light-gray, fine-grained, well-bedded dolomite, moderately cherty; fine-grained limestone locally in upper part; quartz sandstone beds at base. Thickness about 800 feet. ",,East sheet,TN001,limestone,dolostone (dolomite),sandstone,TN001 TN002 ,
TN  ,Onc,Onc,Onc;8,TNOnc;8,8,"Cumberland Plateau, Highland Rim, and Central Basin",Wells Creek Formation and Knox Group (above Copper Ridge Dolomite),Ordovician,"Wells Creek Formation - Gray limestone and dolomite, with angular chert blocks and fragments; and minor shale, mottled red and green, calcareous. Thickness 0 to 50 feet. (Present only in Sequatchie Valley.); and Knox Group (above Copper Ridge Dolomite) - Gray, cherty dolomite and limestone, fine- to medium-grained. Maximum exposed thickness in Sequatchie Valley 600 feet. (Units in Onc are also mapped as OCk on the West-Central Sheet) ",,East-Central sheet,TN001,dolostone (dolomite),limestone,chert; shale,TN001 TN002 ,
TN  ,Oo,Oo,Oo;10,TNOo;10,10,Cumberland Plateau and Valley and Ridge,Ottosee Shale,Ordovician,"Ottosee Shale - Bluish-gray calcareous shale, weathers yellow; with reef lenses of coarsely crystalline reddish fossiliferous limestone (""marble""). Thickness about 1,000 feet.",,East-Central sheet,TN001,shale,limestone,,TN001 TN002 ,
TN  ,Oo,Oo,Oo;14,TNOo;14,14,Southeastern Valley and Ridge and Unaka Mountains,Ottosee Shale,Ordovician,"Ottosee Shale - Bluish-gray calcareous shale, weathers yellow; with reef lenses of coarsely crystalline reddish fossiliferous limestone (""marble""). Thickness about 1,000 feet.",,East sheet,TN001,shale,limestone,,TN001 TN002 ,
TN  ,Opm,Opm,Opm;6,TNOpm;6,6,Central Basin,Stones River Group; Pierce Limestone and Murfreesboro Limestone,Ordovician,"Stones River Group; Pierce Limestone - Gray, thin-bedded limestone with shale partings. Thickness 25 feet; and Murfreesboro Limestone - Thick-bedded, dark-gray, fine-grained limestone, with mottlings of magnesian limestone; somewhat cherty in upper part. Maximum exposed thickness 70 feet. ",,West-Central sheet,TN001,limestone,shale,,TN001 TN002 ,
TN  ,Opm,Opm,Opm;8,TNOpm;8,8,"Cumberland Plateau, Highland Rim, and Central Basin",Pierce and Murfreesboro Limestones,Ordovician,"Pierce and Murfreesboro Limestones - Medium- to very thick-bedded, fine-grained, gray limestone; thin-bedded, nodular and shaly, greenish-gray limestone in places. Thickness 200 to 500 feet.",,East-Central sheet,TN001,limestone,,,TN001 TN002 ,
TN  ,Ord,Ord,Ord;6,TNOrd;6,6,Central Basin,Stones River Group; Ridley Limestone,Ordovician,"Stones River Group; Ridley Limestone - Thick-bedded, brownish-gray limestone, fine-grained, with minor mottlings of magnesian limestone; slightly cherty. Thickness 90 to 150 feet.",,West-Central sheet,TN001,limestone,,,TN001 TN002 ,
TN  ,Ord,Ord,Ord;8,TNOrd;8,8,"Cumberland Plateau, Highland Rim, and Central Basin",Ridley Limestone,Ordovician,"Ridley Limestone - Medium- to very thick-bedded, fine- to medium-grained, gray dolomitic limestone, with prominent greenish-gray calcareous shale and shaly limestone unit in middle. Thickness 200 to 275 feet.",,East-Central sheet,TN001,limestone,shale,,TN001 TN002 ,
TN  ,Os,Os,Os;10,TNOs;10,10,Cumberland Plateau and Valley and Ridge,Sequatchie Formation,Ordovician,"Sequatchie Formation - Maroon and gray shaly limestone, mottled greenish; with interbeds of calcareous, olive to maroon shale and siltstone. Average thickness about 200 feet.",,East-Central sheet,TN001,limestone,shale,siltstone,TN001 TN002 ,
TN  ,Os,Os,Os;14,TNOs;14,14,Southeastern Valley and Ridge and Unaka Mountains,Sequatchie Formation,Ordovician,"Sequatchie Formation - Maroon and gray shaly limestone, mottled greenish; with interbeds of olive to maroon calcareous shale and siltstone. Thickness about 300 feet.",,East sheet - upper part of the Chickamauga Group,TN001,limestone,shale,siltstone,TN001 TN002 ,
TN  ,Osv,Osv,Osv;14,TNOsv;14,14,Southeastern Valley and Ridge and Unaka Mountains,Sevier Shale,Ordovician,"Sevier Shale - Calcareous, bluish-gray shale, weathers yellowish-brown; with thin gray limestone layers; sandstone, siltstone, and locally conglomerate to the east. Thickness 2,000 to 7,000 feet.",,East sheet,TN001,shale,limestone,sandstone; siltstone; conglomerate,TN001 TN002 ,
TN  ,Ou,Ou,Ou;6,TNOu;6,6,Central Basin,"Ordovician [units] including Richmond Group (which includes Mannie Shale, Fernvale Limestone, Sequatchie Formation, and Arnheim Formation), the Maysville Group (which includes Leipers Formation), the Eden Group (which includes Inman Formation), and the Nashville Group (which includes Catheys Formation)",Ordovician,"Ordovician [units] including Richmond Group (which includes Mannie Shale - Olive-gray shale. Thickness 0 to 20 feet; Fernvale Limestone - Massive, coarsely crystalline, gray limestone with varicolored grains. Thickness 0 to 50 feet; Sequatchie Formation - Olive-gray and greenish-gray shale, mudstone, and argillaceous limestone; dolomitic, laminated, and sandy. Thickness 0 to 100 feet; and Arnheim Formation	Nodular, shaly, gray limestone. Thickness 0 to 20 feet; the Maysville Group (which includes Leipers Formation - Nodular, shaly limestone; fine- to coarse-grained limestone; and phosphatic calcarenite locally. Thickness 0 to 150 feet); the Eden Group (which includes the Inman Formation - Thin-bedded to laminated, fine-grained, gray limestone with shale partings. Thickness 0 to 50 feet); and the Nashville Group (which includes Catheys Formation - Nodular, shaly limestone; fine- to coarse-grained limestone; phosphatic calcarenite; and light-gray cryptograined limestone. Thickness 50 to 175 feet.) 			 ",,West-Central sheet - Central Basin,TN001,shale ,limestone,,TN001 TN002 ,
TN  ,Ou,Ou,Ou;8,TNOu;8,8,"Cumberland Plateau, Highland Rim, and Central Basin","Sequatchie Formation, Leipers Formation, Inman Formation and Catheys Formation",Ordovician,"Sequatchie Formation - Greenish-gray calcareous shale, mudstone, and argillaceous limestone; dolomitic, laminated, and sandy. Thickness 0 to 165 feet; Leipers Formation - Nodular, shaly limestone and fine- to coarse-grained limestone. Thickness 0 to 150 feet; Inman Formation - Thin-bedded to laminated, fine-grained, greenish-gray limestone interbedded with red and green calcareous shale beds. Thickness 0 to 50 feet. (Present only in Sequatchie Valley.); and Catheys Formation - Nodular, shaly, thin- to medium-bedded limestone and fine- to coarse-grained limestone. Thickness 125 to 400 feet. ",,East-Central sheet,TN001,limestone,shale,mudstone,TN001 TN002 ,
TN  ,Pcf,PAcf,PAcf;12,TNPAcf;12,12,"Cumberland Plateau, Valley and Ridge, and Unaka Mountains",Crooked Fork Group,Pennsylvanian,"Crooked Fork Group - Shale, sandstone, siltstone, and thin coal beds; from top down group includes Poplar Creek coal, Wartburg Sandstone, Glenmary Shale, Coalfield Sandstone, Burnt Mill Shale, Crossville Sandstone, and Dorton Shale. Thickness 200 to 450 feet.",,East sheet,TN001,sandstone,shale,siltstone; coal,TN001 TN002 ,
TN  ,Pcf,PAcf,PAcf;8,TNPAcf;8,8,"Cumberland Plateau, Highland Rim, and Central Basin","Crooked Fork Group, including Wartburg Sandstone, Glenmary Shale, Coalfield Sandstone, Burnt Mill Shale, Crossville Sandstone, Dorton Shale",Pennsylvanian,"Crooked Fork Group - Shale, sandstone, conglomerate, siltstone, and coal; from Poplar Creek coal to top of Rockcastle Conglomerate. Thickness 320 to 455 feet; Wartburg Sandstone - Sandstone, gray to brown, fine- to medium-grained, locally conglomeratic. Poplar Creek coal and thin shale at top. Thickness 0 to 50 feet; Glenmary Shale - Mostly dark-gray to light-brown shale with minor siltstone and sandstone. Thin coal near base locally. Thickness 50 to 150 feet; Coalfield Sandstone - Sandstone, gray to brown, fine- to medium-grained. Thickness 0 to 80 feet; Burnt Mill Shale - Mostly dark-gray to light-brown shale, with minor siltstone. Thin sandstone locally present near base. Hooper coal just above base. Thickness as much as 110 feet; Crossville Sandstone - Sandstone, gray to brown or pink, fine- to medium-grained, thinly and evenly bedded. Thickness 30 to 70 feet; Dorton Shale - Mostly dark-gray to light-brown shale, with minor siltstone and sandstone. Thin coal near top. Rex coal as much as 70 feet above base. Thickness as much as 150 feet. ",,East-Central sheet,TN001,shale,sandstone,conglomerate; siltstone; coal,TN001 TN002 ,
TN  ,Pcg,PAcg,PAcg;12,TNPAcg;12,12,"Cumberland Plateau, Valley and Ridge, and Unaka Mountains",Crab Orchard Mounatins and Gizzard Group,Pennsylvanian,"Crab Orchard Mountains and Gizzard Groups - Sandstone, conglomerate, siltstone, shale, and thin coal beds. From top down Crab Orchard Mountains group includes Rockcastle Conglomerate, Vadever Formation, Newton Sandstone, Whitwell Shale, and Sewanee Conglomerate; Gizzard Group includes Signal Point Shale, Warren Point Sandstone, and Raccoon Mountain Formation. Thickness about 1,200 to 1,400 feet. ",,East sheet,TN001,sandstone,conglomerate,shale; siltstone; coal,TN001 TN002 TN003 ,
TN  ,Pcg,PAcg,PAcg;8,TNPAcg;8,8,"Cumberland Plateau, Highland Rim, and Central Basin",Crab Orchard Mountains and Gizzard Groups,Pennsylvanian,"Crab Orchard Mountains and Gizzard Groups - Sandstone, conglomerate, siltstone, shale, and thin coal beds. Thickness 1,200 to 1,400 feet. ",,East-Central sheet,TN001,sandstone,conglomerate,shale; siltstone; coal,TN001 TN002 ,
TN  ,Pcm,PAcm,PAcm;12,TNPAcm;12,12,"Cumberland Plateau, Valley and Ridge, and Unaka Mountains",Cross Mountain Formation,Pennsylvanian,"Cross Mountain Formation - Mostly shale, interbedded with sandstone, siltstone, and thin coal beds; base at top of Frozen Head Sandstone. Maximum preserved thickness 270 feet.",,East sheet,TN001,shale,sandstone,siltstone; coal,TN001 TN002 ,
TN  ,Pcm,PAcm,PAcm;8,TNPAcm;8,8,"Cumberland Plateau, Highland Rim, and Central Basin",Cross Mountain Formation,Pennsylvanian,"Cross Mountain Formation - Mostly shale, interbedded with sandstone, siltstone, and thin coal beds; base at top of Frozen Head Sandstone. Maximum preserved thickness 554 feet.",,East-Central sheet,TN001,shale,sandstone,siltstone; coal,TN001 TN002 ,
TN  ,Pco,PAco,PAco;3,TNPAco;3,3,Highland Rim and Cumberland Plateau,Crab Orchard Mountains Group,Pennsylvanian,"Crab Orchard Mountains Group - Only the lowest formation of the group, the Sewanee Conglomerate, is preserved in the area of this sheet. Sewanee is gray to brown, medium- to coarse-grained conglomeratic sandstone, with a thin zone of ferruginous quartz- and shale-pebble conglomerate at base. Maximum preserved thickness 35 feet.",,West-Central sheet,TN001,conglomerate,sandstone,,TN001 TN002 ,
TN  ,pCba,pCAba,pCAba;15,TNpCAba;15,15,Unaka Mountains,Bakersville Gabbro,Precambrian,"Bakersville Gabbro - Metagabbro, dark, porphyritic; contains diorite, basalt, anorthosite, and diabase; occurs as thin to massive dikes and lenticular masses.",,East sheet,TN001,gabbro,diorite,basalt; anorthosite; diabase,TN001 TN002 ,
TN  ,pCc,pCAc,pCAc;15,TNpCAc;15,15,Unaka Mountains,Cranberry Granite,Precambrian,"Cranberry Granite - Complex of intertonguing rock types including migmatite, granitic gneisses, monzonite, quartz diorite, greenstone, mica and hornblende schists, abundant granitic pegmatite.",,East sheet,TN001,migmatite,gneiss,monzonite; diorite; mica schist; amphibole schist; pegmatite,TN001 TN002 ,
TN  ,Pco,PAco,PAco;8,TNPAco;8,8,"Cumberland Plateau, Highland Rim, and Central Basin","Crab Orchard Mountains Group, including Rockcastle Conglomerate, Vandever Formation, Newton Sandstone, Whitwell Shale, and Sewanee Conglomerate",Pennsylvanian,"Crab Orchard Mountains Group - Conglomerate, sandstone, siltstone, shale, and coal; from top of Rockcastle Conglomerate to base of Sewanee Conglomerate. Thickness 200 to 950 feet; including Rockcastle Conglomerate - Conglomeratic sandstone and sandstone, gray to brown, fine- to coarse-grained. Thin coal-bearing shale locally present near middle. Thickness 150 to 220 feet; Vandever Formation - Mostly shale and siltstone, dark-gray to light-brown; conglomerate or sandstone in middle to south. Lantana and Morgan Springs coals near base and top. Thickness as much as 450 feet, average about 300 feet; Newton Sandstone - Sandstone, gray to brown or pink, fine- to medium-grained, locally conglomeratic. Thickness as much as 200 feet; average about 90 feet; Whitwell Shale - Mostly dark-gray to light-brown shale, with minor siltstone; locally middle part is sandstone. Richland coal near base; Sewanee coal in upper part. Thickness as much as 220 feet, average about 75 feet; Sewanee Conglomerate - Conglomeratic sandstone and sandstone, gray to brown, fine- to coarse-grained. Thickness as much as 200 feet, average about 100 feet. ",,East-Central sheet,TN001,conglomerate,sandstone,siltstone; shale; coal,TN001 TN002 ,
TN  ,Pf,PAf,PAf;8,TNPAf;8,8,"Cumberland Plateau, Highland Rim, and Central Basin",Fentress Formation,Pennsylvanian,"Fentress Formation - Mostly dark-gray to light-brown shale, with minor siltstone and sandstone. Wilder coal near middle. Laterally equivalent to entire Gizzard Group and all of Crab Orchard Mountains Group below Rockcastle Conglomerate. Thickness as much as 340 feet.",,East-Central sheet,TN001,shale,siltstone,sandstone; coal,TN001 TN002 TN003 ,
TN  ,Pg,PAg,PAg;3,TNPAg;3,3,Highland Rim and Cumberland Plateau,Gizzard Group including Warren Point Sandstone and Raccoon Mountain Formation,Pennsylvanian,"Gizzard Group - Sandstone, conglomeratic sandstone, siltstone, shale, and minor coal. Thickness 100 to 200 feet. Includes Warren Point Sandstone - Gray to brown sandstone and minor conglomeratic sandstone. Thickness 60 to 160 feet; Raccoon Mountain Formation - Siltstone, sandstone, shale, and minor coal. Thickness 0 to 65 feet. ",,West-Central sheet,TN001,sandstone,shale,siltstone; coal,TN001 TN002 ,
TN  ,Pg,PAg,PAg;8,TNPAg;8,8,"Cumberland Plateau, Highland Rim, and Central Basin","Gizzard Group, including Signal Point Shale, Warren Point Sandstone, and Raccoon Mountain Formation",Pennsylvanian,"Gizzard Group - Shale, siltstone, sandstone, and conglomerate; from base of Sewannee Conglomerate to top of Mississippian. Thickness 0 to 520 feet, including Signal Point Shale - Mostly dark-gray to light-brown shale, with minor siltstone. Wilder coal near top. Thickness 0 to 180 feet, average about 60 feet; Warren Point Sandstone - Sandstone and conglomeratic sandstone, gray to brown, fine- to medium-grained, locally interbedded with shale containing coal. Thickness 0 to 300 feet, thins from southeast to northwest, average thickness about 100 feet; Raccoon Mountain Formation - Shale, siltstone, and sandstone. Bon Air coal near top; White Oak and Sale Creek coals near base. Thickness 0 to 260 feet. ",,East-Central sheet,TN001,sandstone,shale,siltstone; conglomerate,TN001 TN002 ,
TN  ,Pgg,PAgg,PAgg;12,TNPAgg;12,12,"Cumberland Plateau, Valley and Ridge, and Unaka Mountains",Graves Gap Formation,Pennsylvanian,"Graves Gap Formation - Shale, sandstone, siltstone, and coal; from Windrock coal to top of Pioneer Sandstone. Thickness 200 to 350 feet.",,East sheet,TN001,shale,sandstone,siltstone; coal,TN001 TN002 ,
TN  ,Pgg,PAgg,PAgg;8,TNPAgg;8,8,"Cumberland Plateau, Highland Rim, and Central Basin",Graves Gap Formation,Pennsylvanian,"Graves Gap Formation - Shale, sandstone, siltstone, and coal; from Windrock coal to top of Pioneer Sandstone. Thickness 275 to 385 feet.",,East-Central sheet,TN001,shale,sandstone,siltstone; coal,TN001 TN002 ,
TN  ,Pib,PAib,PAib;12,TNPAib;12,12,"Cumberland Plateau, Valley and Ridge, and Unaka Mountains",Indian Bluff Formation,Pennsylvanian,"Indian Bluff Formation - Shale, sandstone, siltstone, and thin coal beds; from Pioneer Sandstone Member to Jellico coal. Thickness 150 to 250 feet.",,East sheet,TN001,shale,sandstone,siltstone; coal,TN001 TN002 ,
TN  ,Pib,PAib,PAib;8,TNPAib;8,8,"Cumberland Plateau, Highland Rim, and Central Basin",Indian Bluff Formation,Pennsylvanian,"Indian Bluff Formation - Shale, sandstone, siltstone, and thin coal beds; from Pioneer Sandstone Member to Jellico coal. Thickness 150 to 415 feet.",,East-Central sheet,TN001,shale,sandstone,siltstone; coal,TN001 TN002 ,
TN  ,Pr,PAr,PAr;8,TNPAr;8,8,"Cumberland Plateau, Highland Rim, and Central Basin",Rockcastle Conglomerate,Pennsylvanian,"Rockcastle Conglomerate - Conglomeratic sandstone and sandstone, gray to brown, fine- to coarse-grained. Thin coal-bearing shale locally present near middle. Thickness 150 to 220 feet.",,East-Central sheet,TN001,conglomerate,sandstone,shale; coal,TN001 TN002 ,
TN  ,Prm,PArm,PArm;8,TNPArm;8,8,"Cumberland Plateau, Highland Rim, and Central Basin",Redoak Mountain Formation,Pennsylvanian,"Redoak Mountain Formation - Shale, sandstone, silicastone, and several important coals; from Pewee coal to Windrock coal. Thickness 340 to 420 feet.",,East-Central sheet,TN001,shale,sandstone,coal,TN001 TN002 ,
TN  ,Psl,PAsl,PAsl;12,TNPAsl;12,12,"Cumberland Plateau, Valley and Ridge, and Unaka Mountains",Slatestone Formation,Pennsylvanian,"Slatestone Formation	 - Shale, sandstone, siltstone, and several important coals; from Jellico coal to Poplar Creek coal. Thickness 500 to 650 feet.",,East sheet,TN001,shale,sandstone,siltstone; coal,TN001 TN002 ,
TN  ,Psl,PAsl,PAsl;8,TNPAsl;8,8,"Cumberland Plateau, Highland Rim, and Central Basin",Slatestone Formation,Pennsylvanian,"Slatestone Formation - Shale, sandstone, siltstone, and several important coals; from Jellico coal to Poplar Creek coal. Thickness 500 to 720 feet.",,East-Central sheet,TN001,shale,sandstone,siltstone; coal,TN001 TN002 ,
TN  ,Pvm,PAvm,PAvm;12,TNPAvm;12,12,"Cumberland Plateau, Valley and Ridge, and Unaka Mountains",Vowell Mountain Formation,Pennsylvanian,"Vowell Mountain Formation - Shale, sandstone, siltstone, and coal; from Frozen Head Sandstone Member to Pewee coal. Thickness 300 to 375 feet.",,East sheet,TN001,shale,sandstone,siltstone; coal,TN001 TN002 ,
TN  ,Pvm,PAvm,PAvm;8,TNPAvm;8,8,"Cumberland Plateau, Highland Rim, and Central Basin",Vowell Mountain Formation,Pennsylvanian,"Vowell Mountain Formation - Shale, sandstone, siltstone, and coal; from Frozen Head Sandstone Member to Pewee coal. Thickness 230 to 375 feet.",,East-Central sheet,TN001,shale,sandstone,siltstone; coal,TN001 TN002 ,
TN  ,pCb,pCAb,pCAb;15,TNpCAb;15,15,Unaka Mountains,Beech Granite,Precambrian,"Beech Granite	 - Granite, porphyritic, light-gray to reddish; coarse potash feldspar crystals and clustered interstitial mafics (chloritized biotite and hornblende) give spotted appearance; includes Max Patch Granite.",,East sheet,TN001,granite,,,TN001 TN002 ,
TN  ,pCca,pCAca,pCAca;15,TNpCAca;15,15,Unaka Mountains,Cades Sandstone,Precambrian,"Cades Sandstone - Gray, well-bedded, fine- to medium-grained feldspathic metasandstone, with interbeds of dark slate and metasiltstone; precise stratigraphic position unknown. Thickness about 1,500 feet.",,East sheet,TN001,metasedimentary rock,,,TN001 TN002 ,
TN  ,pCg,pCAg,pCAg;11,TNpCAg;11,11,Valley and Ridge and Unaka Mountains,"Great Smoky Group, including Anakeesta Formation, Thunderhead Sandstone, and Elkmont Sandstone",Precambrian,"Great Smoky Group - Characterized by very massive layers of coarse graywacke and arkose. The formations have been mapped only in the region of the Great Smoky Mountains. Near Ducktown, in ascending order, the Copperhill, Hughes Gap, Hothouse, and Dean Formations are recognized. Thickness 14,000 to about 40,000 feet. Includes Anakeesta Formation - Dark-gray, bluish-gray, and black slate with dark-gray interbeds of fine-grained sandstone. Thickness 3,000 to 4,500 feet; Thunderhead Sandstone - Coarse, gray feldspathic sandstone, graywacke, and conglomerate; occurs in massive ledges; graded bedding and blue quartz characteristic. Thickness 5,500 to 6,300 feet; Elkmont Sandstone - Coarse to fine, gray feldspathic sandstone, graywacke, and fine conglomerate; generally finer grained beds in lower part; graded bedding typical. Thickness 1,000 to 8,000 feet",,East-Central sheet,TN001,graywacke,arkose,slate; sandstone; conglomerate,TN001 TN002 ,
